,Unnamed: 0,Player,Span,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Unnamed: 14
0,0,SL Malinga,2006-2019,79,79,284.5,1,2061,106,05-Jun,19.44,7.23,16.1,1,2,
1,1,Shahid Afridi,2006-2018,99,97,361.2,4,2396,98,04-Nov,24.44,6.63,22.1,3,0,
2,2,Shakib Al Hasan,2006-2019,76,75,277.5,2,1894,92,May-20,20.58,6.81,18.1,3,1,
3,5,Rashid Khan,2015-2019,45,45,171,1,1052,84,05-Mar,12.52,6.15,12.2,3,2,
4,6,GH Dockrell,2010-2019,73,69,221.2,1,1539,75,Apr-20,20.52,6.95,17.7,1,0,
5,7,TG Southee,2008-2019,66,64,233.3,2,1954,75,May-18,26.05,8.36,18.6,0,1,
6,8,Mohammad Nabi,2010-2019,75,75,256.4,5,1839,69,04-Oct,26.65,7.16,22.3,3,0,
7,9,KMDN Kulasekara,2008-2017,58,58,205.1,6,1530,66,Apr-31,23.18,7.45,18.6,2,0,
8,12,Imran Tahir,2013-2019,38,38,140.5,0,948,63,May-23,15.04,6.73,13.4,2,2,
9,13,DW Steyn,2007-2019,44,44,157.1,3,1068,61,04-Sep,17.5,6.79,15.4,2,0,
10,14,Mohammad Amir,2009-2019,48,48,175.4,5,1224,59,Apr-13,20.74,6.96,17.8,1,0,
11,16,KJ O'Brien,2008-2019,90,51,150.3,0,1134,58,Apr-45,19.55,7.53,15.5,1,0,
12,17,S Badree,2012-2018,52,52,191,4,1180,56,Apr-15,21.07,6.17,20.4,1,0,
13,18,CJ Jordan,2014-2019,43,43,151.3,0,1300,54,04-Jun,24.07,8.58,16.8,2,0,
14,19,Mohammad Hafeez,2006-2018,89,67,186.1,2,1226,54,04-Oct,22.7,6.58,20.6,1,0,
15,20,Sohail Tanvir,2007-2017,57,57,202.2,3,1454,54,03-Dec,26.92,7.18,22.4,0,0,
16,21,RE van der Merwe,2009-2019,43,42,149.1,1,938,54,Apr-35,17.37,6.28,16.5,1,0,
17,22,WB Rankin,2009-2019,48,47,170,2,1138,53,Mar-16,21.47,6.69,19.2,0,0,
18,23,PM Seelaar,2008-2019,69,58,172.3,3,1190,53,Apr-19,22.45,6.89,19.5,1,0,
19,24,R Ashwin,2010-2017,46,46,171,2,1193,52,04-Aug,22.94,6.97,19.7,2,0,
20,26,YS Chahal,2016-2019,36,36,140.3,1,1139,52,Jun-25,21.9,8.1,16.2,2,1,
21,27,Mustafizur Rahman,2015-2019,37,37,135.1,3,1065,52,May-22,20.48,7.87,15.5,1,1,
22,28,SP Narine,2012-2019,51,49,183.4,1,1105,52,04-Dec,21.25,6.01,21.1,1,0,
23,29,JJ Bumrah,2016-2019,42,42,153.1,5,1029,51,03-Nov,20.17,6.71,18,0,0,
24,30,NLTC Perera,2010-2019,79,64,175.4,1,1628,51,Mar-24,31.92,9.26,20.6,0,0,
25,32,MJ Santner,2015-2019,39,38,128.5,1,928,49,04-Nov,18.93,7.2,15.7,1,0,
26,33,SM Sharif,2012-2019,42,41,143.5,0,1185,49,Apr-24,24.18,8.23,17.6,1,0,
27,35,M Morkel,2007-2017,44,44,158.4,3,1191,47,Apr-17,25.34,7.5,20.2,2,0,
28,36,IS Sodhi,2014-2019,40,39,138.3,0,1131,47,Mar-18,24.06,8.16,17.6,0,0,
29,37,PA van Meekeren,2013-2019,41,39,136.1,2,945,47,04-Nov,20.1,6.94,17.3,2,0,
30,38,Shadab Khan,2017-2019,38,36,135.3,1,948,46,Apr-14,20.6,6.99,17.6,1,0,
31,39,Bilal Khan,2015-2019,32,31,111,2,778,45,Apr-19,17.28,7,14.8,3,0,
32,40,MRJ Watt,2015-2019,35,33,125,2,903,45,May-27,20.06,7.22,16.6,0,1,
33,42,Ahsan Malik,2012-2017,31,29,95.5,1,730,44,May-19,16.59,7.61,13,1,1,
34,43,DJG Sammy,2007-2017,68,59,152.4,0,1116,44,May-26,25.36,7.31,20.8,1,1,
35,46,Imad Wasim,2015-2019,41,40,147,3,877,42,May-14,20.88,5.96,21,1,1,
36,47,Mashrafe Mortaza,2006-2017,54,53,189.5,1,1527,42,Apr-19,36.35,8.04,27.1,1,0,
37,48,B Kumar,2012-2019,43,43,154.2,2,1088,41,May-24,26.53,7.04,22.5,0,1,
38,49,WD Parnell,2009-2017,40,39,124.5,3,1038,41,Apr-13,25.31,8.31,18.2,1,0,
39,0,KOK Williams,2016-2019,24,24,86.5,2,724,41,Apr-28,17.65,8.33,12.7,1,0,
40,1,Al-Amin Hossain,2013-2019,28,26,91.2,0,673,40,Mar-20,16.82,7.36,13.7,0,0,
41,2,Dawlat Zadran,2012-2019,34,34,123.3,2,980,40,Apr-44,24.5,7.93,18.5,1,0,
42,3,T van der Gugten,2012-2019,39,38,118.5,0,847,40,03-Sep,21.17,7.12,17.8,0,0,
43,4,TA Boult,2013-2019,27,27,98.5,1,854,39,Apr-34,21.89,8.64,15.2,1,0,
44,6,AU Rashid,2009-2019,40,38,133,1,1000,39,03-Nov,25.64,7.51,20.4,0,0,
45,7,Rohan Mustafa,2014-2019,38,36,113.5,2,774,39,Apr-18,19.84,6.79,17.5,1,0,
46,8,MA Starc,2012-2019,28,28,106.3,1,718,39,03-Nov,18.41,6.74,16.3,0,0,
47,10,HH Pandya,2016-2019,40,39,116.5,1,976,38,Apr-38,25.68,8.35,18.4,1,0,
48,13,Kuldeep Yadav,2017-2019,19,19,71.3,1,499,37,May-24,13.48,6.97,11.5,1,1,
49,14,AD Mathews,2009-2018,72,57,161.3,4,1101,37,Mar-16,29.75,6.81,26.1,0,0,
50,15,Mohammad Naveed,2015-2019,31,31,114.4,5,729,37,Mar-14,19.7,6.35,18.5,0,0,
51,16,AJ Tye,2016-2018,26,25,91.5,1,815,37,Apr-23,22.02,8.87,14.8,1,0,
52,17,AC Evans,2015-2019,27,25,93,4,689,36,May-24,19.13,7.4,15.5,0,1,
53,18,JP Faulkner,2012-2017,24,24,85.5,0,684,36,May-27,19,7.96,14.3,0,1,
54,19,AG Cremer,2008-2018,29,28,95,1,660,35,03-Nov,18.85,6.94,16.2,0,0,
55,21,Hasan Ali,2016-2019,30,30,103.3,3,877,35,Mar-23,25.05,8.47,17.7,0,0,
56,22,RA Jadeja,2009-2019,46,46,152.1,4,1093,35,Mar-48,31.22,7.18,26,0,0,
57,23,SO Ngoche,2010-2019,28,28,94,0,637,35,Apr-14,18.2,6.77,16.1,2,0,
58,24,Shapoor Zadran,2010-2018,34,34,107.5,3,843,35,Mar-40,24.08,7.81,18.4,0,0,
59,25,N Vanua,2015-2019,25,25,81.4,3,505,35,May-17,14.42,6.18,14,1,1,
60,26,Aizaz Khan,2014-2019,30,30,99.2,2,692,34,03-Oct,20.35,6.96,17.5,0,0,
61,27,NM Coulter-Nile,2013-2019,28,27,97,1,802,34,Apr-31,23.58,8.26,17.1,1,0,
62,28,CH Morris,2012-2019,23,23,83,3,697,34,Apr-27,20.5,8.39,14.6,1,0,
63,29,A Nehra,2009-2017,27,27,98,2,758,34,Mar-19,22.29,7.73,17.2,0,0,
64,30,DJ Willey,2015-2019,28,28,92.5,0,761,34,04-Jul,22.38,8.19,16.3,1,0,
65,31,Amjad Javed,2014-2017,22,22,74.2,1,560,33,03-Dec,16.96,7.53,13.5,0,0,
66,32,Karan KC,2015-2019,25,25,82.3,0,631,33,Apr-17,19.12,7.64,15,2,0,
67,33,JE Taylor,2006-2018,30,30,100,2,863,33,03-Jun,26.15,8.63,18.1,0,0,
68,34,PJ Cummins,2011-2019,25,25,95,3,644,32,Mar-15,20.12,6.77,17.8,0,0,
69,37,SC Williams,2006-2019,38,37,123,0,890,32,Mar-15,27.81,7.23,23,0,0,
70,38,CR Brathwaite,2011-2019,41,39,118.1,1,1013,31,Mar-20,32.67,8.57,22.8,0,0,
71,39,Mahmudullah,2007-2019,83,54,117.5,2,861,31,Mar-18,27.77,7.3,22.8,0,0,
72,40,CB Mpofu,2008-2019,30,30,107.5,0,950,31,Apr-30,30.64,8.8,20.8,1,0,
73,41,SS Cottrell,2014-2019,22,22,76,2,615,30,Apr-28,20.5,8.09,15.2,1,0,
74,42,MJ McClenaghan,2012-2018,29,29,101.2,2,789,30,Mar-17,26.3,7.78,20.2,0,0,
75,43,Wahab Riaz,2008-2019,31,30,101.3,2,813,30,Mar-18,27.1,8,20.3,0,0,
76,44,Amir Hamza,2013-2017,31,31,106,2,716,29,Mar-39,24.68,6.75,21.9,0,0,
77,45,Khawar Ali,2015-2019,29,27,82,0,534,29,Apr-16,18.41,6.51,16.9,1,0,
78,46,AL Phehlukwayo,2017-2019,23,22,69.5,0,550,29,Apr-24,18.96,7.87,14.4,1,0,
79,48,BD Glover,2019-2019,19,19,65,0,448,28,04-Dec,16,6.89,13.9,2,0,
80,0,KM Jarvis,2011-2019,22,22,74.4,0,665,28,Mar-15,23.75,8.9,16,0,0,
81,1,S Lamichhane,2018-2019,18,18,64,0,439,28,Apr-20,15.67,6.85,13.7,1,0,
82,5,KA Pollard,2008-2019,68,44,97,0,830,28,Mar-30,29.64,8.55,20.7,0,0,
83,6,K Rabada,2014-2019,21,21,77.2,0,648,28,Mar-30,23.14,8.37,16.5,0,0,
84,7,Rubel Hossain,2009-2018,27,26,94.3,0,879,28,Mar-31,31.39,9.3,20.2,0,0,
85,8,Samiullah Shinwari,2010-2019,62,38,105.4,0,688,28,May-13,24.57,6.51,22.6,1,1,
86,9,Shoaib Malik,2006-2019,111,46,90,0,644,28,02-Jul,23,7.15,19.2,0,0,
87,11,Yuvraj Singh,2007-2017,58,31,70.4,0,499,28,Mar-17,17.82,7.06,15.1,0,0,
88,12,A Zampa,2016-2019,27,26,93,1,572,28,Mar-14,20.42,6.15,19.9,0,0,
89,13,MR Adair,2019-2019,17,17,62.5,2,413,27,Apr-40,15.29,6.57,13.9,1,0,
90,15,RD Berrington,2008-2019,61,37,81.2,0,609,27,Mar-17,22.55,7.48,18,0,0,
91,17,B Stanlake,2017-2019,19,19,70,2,544,27,04-Aug,20.14,7.77,15.5,1,0,
92,19,Iqbal Hussain,2019-2019,15,15,52.1,0,426,26,Apr-33,16.38,8.16,12,1,0,
93,20,GJ Maxwell,2012-2019,61,40,94,0,704,26,03-Oct,27.07,7.48,21.6,0,0,
94,22,Sompal Kami,2014-2019,28,28,90,1,644,26,Mar-23,24.76,7.15,20.7,0,0,
95,26,TL Chatara,2010-2019,21,21,75,1,591,25,Mar-20,23.64,7.88,18,0,0,
96,28,AF Milne,2010-2018,21,21,72.5,1,541,25,Apr-37,21.64,7.42,17.4,1,0,
97,29,Nadeem Ahmed,2014-2017,24,24,82.3,3,546,25,Apr-21,21.84,6.61,19.8,1,0,
98,30,LE Plunkett,2006-2019,22,22,79.2,1,627,25,Mar-21,25.08,7.9,19,0,0,
99,31,B Regmi,2014-2019,18,18,62.1,0,405,25,Apr-16,16.2,6.51,14.9,1,0,
100,32,AD Russell,2011-2018,47,40,99.1,0,908,25,02-Oct,36.32,9.15,23.8,0,0,
101,34,DG Blampied,2019-2019,17,17,61.4,1,395,24,Apr-20,16.45,6.4,15.4,1,0,
102,36,JH Davey,2012-2019,21,20,74.4,0,610,24,Apr-34,25.41,8.16,18.6,1,0,
103,37,Faheem Ashraf,2017-2019,27,26,74.3,1,557,24,03-May,23.2,7.47,18.6,0,0,
104,39,Karim Janat,2016-2019,21,21,73,0,614,24,05-Nov,25.58,8.41,18.2,0,1,
105,40,N Nipiko,2019-2019,14,13,39.2,0,311,24,May-19,12.95,7.9,9.8,2,1,
106,41,KMA Paul,2018-2019,18,18,65,0,540,24,May-15,22.5,8.3,16.2,0,1,
107,43,D Ravu,2019-2019,17,16,42.1,0,221,24,May-15,9.2,5.24,10.5,1,1,
108,46,CO Obuya,2007-2019,35,18,52.2,0,334,23,Apr-27,14.52,6.38,13.6,1,0,
109,48,I Udana,2009-2019,27,26,85.1,1,725,23,03-Nov,31.52,8.51,22.2,0,0,
110,49,CA Young,2015-2019,26,25,77,1,635,23,Apr-13,27.6,8.24,20,1,0,
111,0,Aamir Kaleem,2015-2019,25,20,54,0,388,22,May-15,17.63,7.18,14.7,2,1,
112,1,A Dananjaya,2012-2019,22,22,79.4,1,620,22,Mar-36,28.18,7.78,21.7,0,0,
113,2,Mohammad Nadeem,2015-2019,22,22,68,0,445,22,Apr-23,20.22,6.54,18.5,1,0,
114,3,MN Samuels,2007-2018,67,30,79.5,0,622,22,Mar-23,28.27,7.79,21.7,0,0,
115,4,BM Scholtz,2019-2019,14,14,53,0,285,22,04-Dec,12.95,5.37,14.4,1,0,
116,6,JP Duminy,2007-2019,81,41,77.1,0,599,21,Mar-18,28.52,7.76,22,0,0,
117,7,JN Frylinck,2019-2019,14,13,42.1,0,240,21,Apr-21,11.42,5.69,12,1,0,
118,10,Ahmed Raza,2014-2019,36,35,120.2,1,779,20,Feb-18,38.95,6.47,36.1,0,0,
119,11,DAJ Bracewell,2011-2019,18,16,47.4,0,437,20,Mar-25,21.85,9.16,14.3,0,0,
120,13,FJ Klaassen,2018-2019,21,20,69.1,0,581,20,Mar-31,29.05,8.4,20.7,0,0,
121,14,Mujeeb Ur Rahman,2018-2019,16,16,60,0,324,20,Apr-15,16.2,5.4,18,1,0,
122,16,CW Perchard,2019-2019,15,13,46.5,0,275,20,May-17,13.75,5.87,14,1,1,
123,17,AM Phangiso,2012-2018,16,16,57,0,443,20,Mar-25,22.15,7.77,17.1,0,0,
124,18,A Vala,2015-2019,26,16,44.5,1,249,20,03-Jul,12.45,5.55,13.4,0,0,
125,19,C Viljoen,2019-2019,12,12,37.1,0,236,20,05-Sep,11.8,6.34,11.1,1,1,
126,20,Zahoor Khan,2017-2019,18,18,59.3,0,442,20,Feb-17,22.1,7.42,17.8,0,0,
127,21,CJA Amini,2015-2019,23,21,63.1,0,367,19,Feb-13,19.31,5.81,19.9,0,0,
128,22,Amjad Mahboob,2019-2019,11,11,37.4,1,317,19,Mar-20,16.68,8.41,11.8,0,0,
129,24,D Heyliger,2019-2019,11,11,42,0,306,19,Apr-16,16.1,7.28,13.2,2,0,
130,28,N Pokana,2016-2019,19,18,56.5,2,328,19,Mar-21,17.26,5.77,17.9,0,0,
131,33,PW Borren,2008-2017,43,30,87.4,0,603,18,Feb-19,33.5,6.87,29.2,0,0,
132,34,Fareed Ahmad,2016-2019,14,14,47.5,0,405,18,Mar-35,22.5,8.46,15.9,0,0,
133,36,Hamza Tahir,2018-2019,11,11,43,1,352,18,Apr-30,19.55,8.18,14.3,1,0,
134,37,BE Hendricks,2014-2019,11,11,38.1,0,317,18,Apr-14,17.61,8.3,12.7,1,0,
135,39,Izatullah Dawlatzai,2012-2019,14,14,50.4,0,345,18,Mar-23,19.16,6.8,16.8,0,0,
136,40,MA Leask,2013-2019,31,22,59.3,0,499,18,Mar-20,27.72,8.38,19.8,0,0,
137,41,Nouman Sarwar,2019-2019,14,13,34.5,1,267,18,Apr-14,14.83,7.66,11.6,1,0,
138,44,SR Thompson,2014-2019,41,30,79,0,670,18,Apr-18,37.22,8.48,26.3,1,0,
139,48,Zeeshan Maqsood,2015-2019,29,19,62,0,416,18,04-Jul,23.11,6.7,20.6,1,0,
140,49,AC Agar,2016-2019,21,21,67,1,464,17,Mar-27,27.29,6.92,23.6,0,0,
141,0,DL Chahar,2018-2019,10,10,35.5,1,251,17,06-Jul,14.76,7,12.6,0,1,
142,2,CH Gayle,2006-2019,58,23,53.1,0,377,17,Feb-15,22.17,7.09,18.7,0,0,
143,6,EJB Miles,2019-2019,14,14,40,0,266,17,03-Oct,15.64,6.65,14.1,0,0,
144,7,KW Richardson,2014-2019,15,15,56,0,447,17,Mar-18,26.29,7.98,19.7,0,0,
145,8,Saad Bin Zafar,2019-2019,11,11,43,2,285,17,03-Aug,16.76,6.62,15.1,0,0,
146,9,SPD Smith,2010-2019,36,17,48.3,1,377,17,Mar-20,22.17,7.77,17.1,0,0,
147,10,A Bohara,2019-2019,17,16,54,0,350,16,Apr-35,21.87,6.48,20.2,1,0,
148,12,PVD Chameera,2015-2018,19,19,67.1,0,574,16,Mar-30,35.87,8.54,25.1,0,0,
149,13,E Chigumbura,2006-2019,54,21,46,0,427,16,Apr-31,26.68,9.28,17.2,1,0,
150,14,PD Collingwood,2005-2017,36,20,39,0,347,16,Apr-22,21.68,8.89,14.6,1,0,
151,15,TK Curran,2017-2019,15,15,48,1,418,16,Apr-36,26.12,8.7,18,1,0,
152,16,GJ Delany,2019-2019,17,17,53,1,391,16,Feb-23,24.43,7.37,19.8,0,0,
153,19,Gulbadin Naib,2012-2019,45,28,68,0,560,16,Feb-24,35,8.23,25.5,0,0,
154,20,A Mishra,2010-2017,10,10,38,1,240,16,Mar-24,15,6.31,14.2,0,0,
155,21,Mohammad Irfan,2012-2019,22,22,75.3,0,562,16,Feb-18,35.12,7.44,28.3,0,0,
156,24,Shafiul Islam,2010-2019,17,17,56.4,1,459,16,Mar-36,28.68,8.1,21.2,0,0,
157,25,JJ Smit,2019-2019,12,10,37.1,0,234,16,Mar-19,14.62,6.29,13.9,0,0,
158,26,PR Stirling,2009-2019,72,33,78,1,600,16,Mar-21,37.5,7.69,29.2,0,0,
159,29,MM Ali,2014-2018,25,22,60.2,0,519,15,Feb-21,34.6,8.6,24.1,0,0,
160,30,PKD Chase,2018-2019,12,12,41.5,0,416,15,Apr-35,27.73,9.94,16.7,1,0,
161,31,N Pradeep,2016-2019,14,14,44.1,0,407,15,Apr-25,27.13,9.21,17.6,1,0,
162,32,Janak Prakash,2019-2019,12,12,41.4,1,309,15,Mar-15,20.6,7.41,16.6,0,0,
163,34,MJG Rippon,2013-2018,18,17,50.4,2,310,15,03-Aug,20.66,6.11,20.2,0,0,
164,35,Simi Singh,2018-2019,18,18,43.2,0,344,15,Mar-15,22.93,7.93,17.3,0,0,
165,37,Sultan Ahmed,2017-2019,17,17,55,3,365,15,Mar-33,24.33,6.63,22,0,0,
166,38,Washington Sundar,2017-2019,18,18,63,1,417,15,Mar-22,27.8,6.61,25.2,0,0,
167,39,Ahmed Wardak,2019-2019,9,8,27.5,0,170,14,Apr-20,12.14,6.1,11.9,1,0,
168,40,CJ Anderson,2012-2018,31,21,60,0,495,14,Feb-17,35.35,8.25,25.7,0,0,
169,41,CJ Chibhabha,2006-2018,33,22,53.5,0,455,14,Mar-18,32.5,8.45,23,0,0,
170,42,Ehsan Khan,2016-2019,15,15,54.4,0,325,14,Mar-32,23.21,5.94,23.4,0,0,
171,43,GD Elliott,2009-2017,17,15,32,0,235,14,Apr-22,16.78,7.34,13.7,1,0,
172,44,LH Ferguson,2017-2019,8,8,31,0,222,14,Mar-21,15.85,7.16,13.2,0,0,
173,45,AW Hawkins-Kay,2019-2019,16,15,36,0,266,14,Apr-14,19,7.38,15.4,1,0,
174,46,Karim Sadiq,2010-2018,36,28,70,0,482,14,Mar-17,34.42,6.88,30,0,0,
175,48,E Otieno,2012-2019,18,18,50.5,1,370,14,Mar-16,26.42,7.27,21.7,0,0,
176,49,KH Pandya,2018-2019,18,18,66.2,1,538,14,Apr-36,38.42,8.11,28.4,1,0,
177,0,Sami Sohail,2019-2019,7,7,26,3,164,14,Apr-18,11.71,6.3,11.1,1,0,
178,1,Shaheen Shah Afridi,2018-2019,10,10,38,0,288,14,Mar-20,20.57,7.57,16.2,0,0,
179,2,CA Soper,2015-2019,13,12,33,0,153,14,Mar-13,10.92,4.63,14.1,0,0,
180,4,JD Unadkat,2016-2018,10,10,34.4,0,301,14,Mar-38,21.5,8.68,14.8,0,0,
181,5,KK Ahmed,2018-2019,14,14,52,1,459,13,Feb-27,35.3,8.82,24,0,0,
182,7,CJ Dala,2018-2019,9,9,30,1,282,13,Mar-35,21.69,9.4,13.8,0,0,
183,8,Fitri Sham,2019-2019,15,14,42.3,0,312,13,Mar-26,24,7.34,19.6,0,0,
184,9,JO Holder,2014-2019,17,17,62.1,0,524,13,Feb-23,40.3,8.42,28.6,0,0,
185,11,AR McBrine,2014-2017,19,13,29,0,216,13,02-Jul,16.61,7.44,13.3,0,0,
186,12,A Mansale,2019-2019,14,10,26,0,176,13,Mar-13,13.53,6.76,12,0,0,
187,14,Mohammad Shahzad,2015-2017,20,19,48.1,0,411,13,Mar-34,31.61,8.53,22.2,0,0,
188,17,JDS Neesham,2012-2019,18,16,37.4,0,323,13,Mar-16,24.84,8.57,17.3,0,0,
189,18,GH O'Brien,2008-2019,11,11,38.3,2,232,13,02-Nov,17.84,6.02,17.7,0,0,
190,20,Pavandeep Singh,2019-2019,10,10,35.1,0,249,13,03-Dec,19.15,7.08,16.2,0,0,
191,22,SK Raina,2006-2018,78,27,58.1,0,442,13,02-Jun,34,7.59,26.8,0,0,
192,23,PADLR Sandakan,2017-2019,14,14,55,1,400,13,Apr-23,30.76,7.27,25.3,1,0,
193,24,S Snater,2018-2019,13,12,34.5,0,337,13,Mar-42,25.92,9.67,16,0,0,
194,25,Tamoor Sajjad,2019-2019,12,12,43.2,1,309,13,03-Nov,23.76,7.13,20,0,0,
195,26,RN ten Doeschate,2008-2019,22,10,35,0,245,13,Mar-23,18.84,7,16.1,0,0,
196,27,Usman Shinwari,2013-2019,16,16,51,0,424,13,Mar-31,32.61,8.31,23.5,0,0,
197,29,Baljit Singh,2019-2019,8,7,23,0,127,12,Apr-20,10.58,5.52,11.5,1,0,
198,30,TS Chisoro,2015-2018,12,12,46,1,316,12,Mar-17,26.33,6.86,23,0,0,
199,31,PWH de Silva,2019-2019,8,8,25.4,0,204,12,Mar-21,17,7.94,12.8,0,0,
200,32,GDR Eranga,2019-2019,9,9,31.5,1,204,12,Mar-19,17,6.4,15.9,0,0,
201,33,MG Erasmus,2019-2019,16,10,32.1,0,171,12,03-Dec,14.25,5.31,16,0,0,
202,34,Ibrahim Hassan,2019-2019,11,11,35.5,1,291,12,May-24,24.25,8.12,17.9,0,1,
203,36,LC Le Tissier,2019-2019,9,9,35,0,207,12,Mar-17,17.25,5.91,17.5,0,0,
204,37,N Madziva,2015-2019,15,15,46.5,0,417,12,Apr-34,34.75,8.9,23.4,1,0,
205,38,WP Masakadza,2015-2019,12,12,40,1,312,12,Apr-28,26,7.8,20,1,0,
206,40,BMAJ Mendis,2011-2018,22,14,35,0,249,12,Mar-24,20.75,7.11,17.5,0,0,
207,41,Mohammad Nawaz (3),2016-2018,16,16,50,1,340,12,02-Nov,28.33,6.8,25,0,0,
208,42,Mohammad Saifuddin,2017-2019,13,13,43,0,386,12,Apr-33,32.16,8.97,21.5,1,0,
209,43,Muhammad Kashif,2019-2019,10,9,27,1,212,12,Mar-30,17.66,7.85,13.5,0,0,
210,44,J Mulder,2016-2017,8,8,29,0,192,12,Apr-16,16,6.62,14.5,1,0,
211,46,T Shamsi,2017-2019,16,16,57,1,429,12,Feb-16,35.75,7.52,28.5,0,0,
212,47,BDH Stevens,2019-2019,17,14,40.2,0,249,12,Mar-17,20.75,6.17,20.1,0,0,
213,48,Taskin Ahmed,2014-2018,19,17,55.5,1,438,12,Feb-32,36.5,7.84,27.9,0,0,
214,1,Umar Adam,2019-2019,11,8,27,0,168,12,Mar-17,14,6.22,13.5,0,0,
215,2,S Vijayakumar,2019-2019,9,9,28,1,204,12,Apr-25,17,7.28,14,1,0,
216,5,Aftab Alam,2012-2018,12,12,40.5,0,324,11,Feb-23,29.45,7.93,22.2,0,0,
217,6,Anwar Rahman,2019-2019,9,8,23.3,1,117,11,Apr-16,10.63,4.97,12.8,1,0,
218,7,MA Baig,2019-2019,7,7,26,0,160,11,Apr-20,14.54,6.15,14.1,1,0,
219,8,RP Burl,2018-2019,16,15,33,1,279,11,Mar-24,25.36,8.45,18,0,0,
220,9,DT Christian,2010-2017,16,16,35.3,0,317,11,Mar-27,28.81,8.92,19.3,0,0,
221,10,N Dutta,2019-2019,11,11,39,0,253,11,02-Dec,23,6.48,21.2,0,0,
222,12,D Maisuria,2019-2019,6,5,17.1,0,121,11,Apr-28,11,7.04,9.3,1,0,
223,14,Mohammed Nadeem,2019-2019,15,15,52,0,364,11,Mar-23,33.09,7,28.3,0,0,
224,15,Muhamad Syahadat,2019-2019,10,8,21,0,127,11,03-Jul,11.54,6.04,11.4,0,0,
225,16,L Ngidi,2017-2018,7,7,20,0,128,11,Apr-19,11.63,6.4,10.9,1,0,
226,17,SH Obed,2019-2019,12,9,28,0,190,11,Mar-23,17.27,6.78,15.2,0,0,
227,18,NM Odhiambo,2010-2019,16,14,41,0,319,11,Mar-30,29,7.78,22.3,0,0,
228,20,TK Patel,2019-2019,7,6,22,0,146,11,Apr-27,13.27,6.63,12,1,0,
229,21,Sikandar Raza,2013-2019,32,22,46,0,376,11,02-Jul,34.18,8.17,25,0,0,
230,22,DT Tiripano,2016-2019,10,10,34.3,0,278,11,Mar-20,25.27,8.05,18.8,0,0,
