,Unnamed: 0,Player,Span,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Unnamed: 14
742,17,NH Naureen,2019-2019,1,1,3,1,32,1,Jan-32,32,10.66,18,0,0,
743,18,Naveed Ahmed,2019-2019,7,5,9,0,56,1,Jan-15,56,6.22,54,0,0,
744,19,Nazakat Ali,2019-2019,2,2,3,0,16,1,01-Jun,16,5.33,18,0,0,
745,21,A Ndlovu,2019-2019,3,3,11,0,90,1,Jan-35,90,8.18,66,0,0,
746,22,R Neale,2019-2019,3,1,3,0,30,1,Jan-30,30,10,18,0,0,
747,24,D Nikolov,2019-2019,3,2,4,0,36,1,Jan-22,36,9,24,0,0,
748,25,K Nima,2019-2019,1,1,3,0,22,1,Jan-22,22,7.33,18,0,0,
749,26,Noman Kamawi,2019-2019,1,1,3,0,28,1,Jan-28,28,9.33,18,0,0,
750,28,E Ochieng,2019-2019,2,2,4,0,30,1,Jan-18,30,7.5,24,0,0,
751,30,AM Oyede,2019-2019,8,3,8,0,44,1,Jan-14,44,5.5,48,0,0,
752,31,RJG Palmer,2019-2019,2,2,4,0,27,1,01-Oct,27,6.75,24,0,0,
753,33,Parvez Rasool,2017-2017,1,1,4,0,32,1,Jan-32,32,8,24,0,0,
754,34,AY Patel,2018-2018,2,2,6,0,45,1,Jan-27,45,7.5,36,0,0,
755,36,JE Pitcher,2019-2019,3,3,7,0,50,1,Jan-26,50,7.14,42,0,0,
756,37,S Pokhriyal,2019-2019,5,1,2,0,22,1,Jan-22,22,11,12,0,0,
757,39,Qasim Zia,2019-2019,3,3,9,0,68,1,Jan-17,68,7.55,54,0,0,
758,40,Raag Kapur,2019-2019,4,3,7,0,49,1,Jan-26,49,7,42,0,0,
759,42,Ravinder Singh,2019-2019,2,2,6,0,72,1,Jan-36,72,12,36,0,0,
760,43,J Reb,2019-2019,2,1,3,0,40,1,Jan-40,40,13.33,18,0,0,
761,44,GA Reynold,2019-2019,3,3,8,1,49,1,Jan-17,49,6.12,48,0,0,
762,45,Riazat Ali Shah,2019-2019,4,3,7.4,0,58,1,Jan-20,58,7.56,46,0,0,
763,46,R Rivas,2019-2019,3,1,4,0,45,1,Jan-45,45,11.25,24,0,0,
764,47,Saber Zakhil,2019-2019,3,3,9,0,69,1,Jan-23,69,7.66,54,0,0,
765,48,S Saeed,2019-2019,5,5,11,0,95,1,Jan-24,95,8.63,66,0,0,
766,1,I Sawmy,2019-2019,2,1,3,0,12,1,01-Dec,12,4,18,0,0,
767,2,Shahzad Muhammad,2019-2019,2,1,3,0,29,1,Jan-29,29,9.66,18,0,0,
768,3,Shaikh Ashraf,2019-2019,4,2,4,0,34,1,Jan-18,34,8.5,24,0,0,
769,5,RG Sharma,2007-2019,104,9,11.2,0,113,1,Jan-22,113,9.97,68,0,0,
770,6,ZK Shem,2019-2019,5,3,6,0,72,1,Jan-36,72,12,36,0,0,
771,8,BA Simango,2019-2019,2,1,3,0,21,1,Jan-21,21,7,18,0,0,
772,9,T Singye,2019-2019,2,2,6,0,65,1,Jan-53,65,10.83,36,0,0,
773,10,J Singye,2019-2019,2,2,8,0,69,1,Jan-28,69,8.62,48,0,0,
774,11,JT Smuts,2017-2018,8,6,12.4,0,101,1,Jan-19,101,7.97,76,0,0,
775,12,Sufyan Mehmood,2015-2019,3,3,5.3,0,39,1,Jan-22,39,7.09,33,0,0,
776,13,Suhrid Roy,2019-2019,1,1,4,0,44,1,Jan-44,44,11,24,0,0,
777,14,CR Suryawanshi,2019-2019,3,1,2,0,13,1,Jan-13,13,6.5,12,0,0,
778,15,Tafseer Ali,2019-2019,5,3,4,0,37,1,Jan-17,37,9.25,24,0,0,
779,16,Taijul Islam,2019-2019,2,2,7,0,58,1,Jan-26,58,8.28,42,0,0,
780,18,BRM Taylor,2006-2019,38,2,5,0,17,1,Jan-16,17,3.4,30,0,0,
781,22,JJ Tucker,2019-2019,5,4,7,0,62,1,Jan-16,62,8.85,42,0,0,
782,25,C Vorster,2019-2019,1,1,3,0,32,1,Jan-32,32,10.66,18,0,0,
783,26,Walid Ghauri,2019-2019,4,2,3.5,0,31,1,Jan-16,31,8.08,23,0,0,
784,27,Washeem Abbas,2019-2019,2,2,8,0,70,1,Jan-31,70,8.75,48,0,0,
785,30,T Whiteman,2019-2019,4,2,3.4,0,38,1,Jan-24,38,10.36,22,0,0,
786,31,JD Wildermuth,2018-2018,2,2,3,0,32,1,Jan-16,32,10.66,18,0,0,
787,34,Yusuf Ebrahim,2019-2019,3,3,7,1,44,1,Jan-13,44,6.28,42,0,0,
788,37,Zawar Farid,2019-2019,4,2,4.1,0,35,1,Jan-34,35,8.4,25,0,0,
789,38,C Zhuwao,2008-2018,7,1,0.2,0,1,1,01-Jan,1,3,2,0,0,
790,39,Zohaib Sarwar,2019-2019,4,4,7,0,51,1,01-Aug,51,7.28,42,0,0,
791,41,Abdullah Mahmood,2019-2019,1,1,1,0,9,0,-,-,9,-,0,0,
792,42,Abdullah Sheikh,2019-2019,2,1,1,0,13,0,-,-,13,-,0,0,
793,44,M Aboagye,2019-2019,3,1,1,0,17,0,-,-,17,-,0,0,
794,45,RA Abolarin,2019-2019,1,1,0.4,0,7,0,-,-,10.5,-,0,0,
795,46,S Adedeji,2019-2019,6,1,2,0,21,0,-,-,10.5,-,0,0,
796,48,GJ Agius,2019-2019,2,2,5,0,53,0,-,-,10.6,-,0,0,
797,49,Ahmed Shehzad,2009-2019,59,1,1,0,10,0,-,-,10,-,0,0,
798,0,DS Airee,2018-2019,18,1,2,0,23,0,-,-,11.5,-,0,0,
799,1,Ameer Saiyed,2019-2019,4,3,4,0,44,0,-,-,11,-,0,0,
800,2,Ammad Uddin,2019-2019,4,1,0.1,0,1,0,-,-,6,-,0,0,
801,3,Anasim Khan,2019-2019,4,4,14,0,119,0,-,-,8.5,-,0,0,
802,5,DK Anefie,2019-2019,4,4,12,0,72,0,-,-,6,-,0,0,
803,6,Anowarul Islam,2019-2019,4,2,3,0,25,0,-,-,8.33,-,0,0,
804,7,Ansar Iqbal,2019-2019,4,1,2,0,13,0,-,-,6.5,-,0,0,
805,8,Aqib Iqbal,2019-2019,5,4,13,0,84,0,-,-,6.46,-,0,0,
806,10,U Aryaman Sunil,2019-2019,2,2,3,0,28,0,-,-,9.33,-,0,0,
807,12,A Ashokan,2019-2019,2,1,2,0,16,0,-,-,8,-,0,0,
808,14,Avi Dixit,2019-2019,1,1,1,0,15,0,-,-,15,-,0,0,
809,16,KS Bagabena,2019-2019,4,4,4.5,0,56,0,-,-,11.58,-,0,0,
810,21,P Bharat Patel,2019-2019,2,2,5,0,40,0,-,-,8,-,0,0,
811,22,Meet Bhavsar,2019-2019,9,1,1,0,11,0,-,-,11,-,0,0,
812,24,KK Bishnoi,2019-2019,3,2,3,0,27,0,-,-,9,-,0,0,
813,29,J Butler,2019-2019,9,1,1,0,15,0,-,-,15,-,0,0,
814,30,JD Campbell,2019-2019,2,1,1,0,1,0,-,-,1,-,0,0,
815,31,J Cutinho,2019-2019,3,1,0.5,0,7,0,-,-,8.4,-,0,0,
816,32,DAP Darrell,2019-2019,11,1,2,0,14,0,-,-,7,-,0,0,
817,33,BFW de Leede,2018-2019,8,2,2,0,27,0,-,-,13.5,-,0,0,
818,35,PC de Silva,2017-2017,2,2,2,0,30,0,-,-,15,-,0,0,
819,36,ST de Silva,2017-2017,3,1,1,0,10,0,-,-,10,-,0,0,
820,38,A Djorovic,2019-2019,2,2,6,1,32,0,-,-,5.33,-,0,0,
821,39,B Dugic,2019-2019,2,2,2.3,0,22,0,-,-,8.8,-,0,0,
822,40,F du Plessis,2012-2019,44,2,1.2,0,3,0,-,-,2.25,-,0,0,
823,41,AB Dursak,2019-2019,4,3,8.4,0,134,0,-,-,15.46,-,0,0,
824,44,Fakhar Zaman,2017-2019,34,1,1,0,12,0,-,-,12,-,0,0,
825,45,Fazal Niazai,2019-2019,1,1,1,0,13,0,-,-,13,-,0,0,
826,46,MVT Fernando,2017-2017,1,1,2,0,16,0,-,-,8,-,0,0,
827,47,AJ Finch,2011-2019,58,2,2,0,27,0,-,-,13.5,-,0,0,
828,48,JA Fitzgerald,2019-2019,4,1,2,0,22,0,-,-,11,-,0,0,
829,0,GF Gomes,2019-2019,7,1,2,0,16,0,-,-,8,-,0,0,
830,1,MJ Guptill,2009-2019,83,1,1,0,11,0,-,-,11,-,0,0,
831,2,Hamza Dar,2019-2019,1,1,2,0,22,0,-,-,11,-,0,0,
832,3,Hasheem Shahzad,2019-2019,2,1,4,0,32,0,-,-,8,-,0,0,
833,4,RJ Hatchman,2019-2019,1,1,4,0,33,0,-,-,8.25,-,0,0,
834,6,H Hiri,2016-2019,5,1,1,0,5,0,-,-,5,-,0,0,
835,9,EH Hutchinson,2019-2019,2,1,3,0,20,0,-,-,6.66,-,0,0,
836,10,Ibrahim Khan,2019-2019,1,1,2,0,17,0,-,-,8.5,-,0,0,
837,11,Ibrahim Nashath,2019-2019,3,2,4,0,48,0,-,-,12,-,0,0,
838,12,Iftikhar Ahmed,2016-2019,6,1,1,0,7,0,-,-,7,-,0,0,
839,13,Imran Khan,2019-2019,4,1,2,0,13,0,-,-,6.5,-,0,0,
840,14,B Ivanov,2019-2019,3,1,2,0,36,0,-,-,18,-,0,0,
841,15,Jagjit Singh,2019-2019,4,1,1,0,10,0,-,-,10,-,0,0,
842,16,NA Janes,2019-2019,2,1,1,0,12,0,-,-,12,-,0,0,
843,17,T Jamtsho,2019-2019,2,2,4.1,0,48,0,-,-,11.52,-,0,0,
844,18,Jatinder Singh,2015-2019,25,1,2,0,17,0,-,-,8.5,-,0,0,
845,19,Javed Maroofkhail,2019-2019,2,1,2,0,22,0,-,-,11,-,0,0,
846,21,P Jayeshbhai Patel,2019-2019,2,1,2,0,21,0,-,-,10.5,-,0,0,
847,22,Jay Odedra,2019-2019,3,3,7,0,74,0,-,-,10.57,-,0,0,
848,24,Kamran Khan,2019-2019,14,2,4.1,0,48,0,-,-,11.52,-,0,0,
849,26,G Kansonkho,2019-2019,6,1,1,0,15,0,-,-,15,-,0,0,
850,27,S Kansoy,2019-2019,4,1,1,0,14,0,-,-,14,-,0,0,
851,29,Karweng NG,2019-2019,4,3,9,0,81,0,-,-,9,-,0,0,
852,34,JS Kundi,2019-2019,6,2,2,0,15,0,-,-,7.5,-,0,0,
853,35,Kushal Malla,2019-2019,3,2,4,0,38,0,-,-,9.5,-,0,0,
854,36,A Lagos,2019-2019,1,1,2,0,13,0,-,-,6.5,-,0,0,
855,39,I Lisboa,2019-2019,1,1,2,0,17,0,-,-,8.5,-,0,0,
856,40,AM McCarthy,2018-2018,1,1,2,0,12,0,-,-,6,-,0,0,
857,41,LD Madushanka,2019-2019,2,1,4,0,36,0,-,-,9,-,0,0,
858,42,Mahedi Hasan,2018-2018,1,1,2,0,25,0,-,-,12.5,-,0,0,
859,43,C Mahoney,2019-2019,3,1,1,0,10,0,-,-,10,-,0,0,
860,44,BF Mailata,2019-2019,4,2,2,0,24,0,-,-,12,-,0,0,
861,45,D Manani,2019-2019,2,2,4,0,27,0,-,-,6.75,-,0,0,
862,46,M Markande,2019-2019,1,1,4,0,31,0,-,-,7.75,-,0,0,
863,47,D Marks,2019-2019,2,2,7,0,54,0,-,-,7.71,-,0,0,
864,2,D Mejia,2019-2019,3,2,4,0,23,0,-,-,5.75,-,0,0,
865,3,PHKD Mendis,2018-2019,4,3,5,0,48,0,-,-,9.6,-,0,0,
866,5,AJ Michael,2019-2019,4,1,2,0,18,0,-,-,9,-,0,0,
867,6,Mihusan Hamid,2019-2019,1,1,3,0,29,0,-,-,9.66,-,0,0,
868,7,Mohamed Arief,2019-2019,5,2,2,0,19,0,-,-,9.5,-,0,0,
869,9,JN Mohammed,2017-2018,9,2,2,0,13,0,-,-,6.5,-,0,0,
870,10,Mohammed Asghar,2019-2019,4,2,4,0,28,0,-,-,7,-,0,0,
871,11,Mohammed Qasim,2016-2017,3,1,1,0,8,0,-,-,8,-,0,0,
872,14,JWN Moses,2019-2019,3,2,8,0,46,0,-,-,5.75,-,0,0,
873,15,Muhammad Asjed,2019-2019,2,1,1,0,9,0,-,-,9,-,0,0,
874,16,Muhammad Musa,2019-2019,1,1,3.5,0,39,0,-,-,10.17,-,0,0,
875,17,Muhammad Naeem,2019-2019,5,1,1,0,13,0,-,-,13,-,0,0,
876,19,RG Mukasa,2019-2019,4,2,7,0,40,0,-,-,5.71,-,0,0,
877,21,FF Mulivai,2019-2019,4,1,0.1,0,6,0,-,-,36,-,0,0,
878,22,T Munyonga,2019-2019,5,1,1,0,3,0,-,-,3,-,0,0,
879,23,Musawar Shah,2019-2019,2,2,3,0,32,0,-,-,10.66,-,0,0,
880,24,S Nadigotla,2019-2019,2,1,2,0,10,0,-,-,5,-,0,0,
881,25,Nanda Kumar,2019-2019,3,1,1,0,10,0,-,-,10,-,0,0,
882,26,M Nandela,2019-2019,2,1,1,0,13,0,-,-,13,-,0,0,
883,27,N Nankov,2019-2019,3,1,1,0,15,0,-,-,15,-,0,0,
884,28,A Nao,2017-2017,2,2,5,0,49,0,-,-,9.8,-,0,0,
885,30,A Natubhai Ahir,2019-2019,3,3,6,0,49,0,-,-,8.16,-,0,0,
886,31,Nawaf Ahmed,2019-2019,1,1,2,0,16,0,-,-,8,-,0,0,
887,32,R Nehonde,2019-2019,7,5,13,0,113,0,-,-,8.69,-,0,0,
888,33,S Nerandzic,2019-2019,2,1,2,0,26,0,-,-,13,-,0,0,
889,34,K Nestor,2019-2019,4,2,6.2,0,54,0,-,-,8.52,-,0,0,
890,35,A Nortje,2019-2019,1,1,3,0,27,0,-,-,9,-,0,0,
891,36,J Nyumbu,2018-2018,2,2,6,0,76,0,-,-,12.66,-,0,0,
892,37,R Olipa,2019-2019,2,1,1,0,8,0,-,-,8,-,0,0,
893,38,Omar Hayat,2019-2019,2,1,1,0,11,0,-,-,11,-,0,0,
894,39,A Orfila,2019-2019,1,1,1,0,7,0,-,-,7,-,0,0,
895,40,A Patel,2019-2019,2,1,1,0,19,0,-,-,19,-,0,0,
896,41,C Pengkumta,2019-2019,4,4,7,0,58,0,-,-,8.28,-,0,0,
897,42,AK Perera,2013-2019,6,1,1,0,17,0,-,-,17,-,0,0,
898,44,T Perera,2019-2019,6,2,3,0,37,0,-,-,12.33,-,0,0,
899,45,S Periyalwar,2019-2019,4,1,0.1,0,4,0,-,-,24,-,0,0,
900,46,V Permaul,2018-2018,1,1,0.3,0,8,0,-,-,16,-,0,0,
901,48,C Prasad,2019-2019,3,1,2,0,12,0,-,-,6,-,0,0,
903,3,R Rohan,2019-2019,10,1,1,0,7,0,-,-,7,-,0,0,
904,4,GR Russ,2019-2019,3,2,3,0,52,0,-,-,17.33,-,0,0,
905,5,SE Rutherford,2018-2019,3,1,3,0,28,0,-,-,9.33,-,0,0,
906,8,Sakib Hasan,2019-2019,2,1,1,0,13,0,-,-,13,-,0,0,
907,9,Saqlain Arshad,2019-2019,2,1,1,0,12,0,-,-,12,-,0,0,
908,11,M Sarenac,2019-2019,2,1,1,0,12,0,-,-,12,-,0,0,
909,13,K Senamontree,2019-2019,2,2,2,0,29,0,-,-,14.5,-,0,0,
910,14,YSD Seneveratne,2019-2019,6,2,2,0,22,0,-,-,11,-,0,0,
911,16,JNK Shannon,2013-2018,8,1,1,0,11,0,-,-,11,-,0,0,
912,17,Shoaib Gazi Hossain,2019-2019,4,1,2,0,23,0,-,-,11.5,-,0,0,
913,18,P Silas,2019-2019,4,1,1,0,21,0,-,-,21,-,0,0,
914,19,KRP Silva,2019-2019,2,1,2,0,19,0,-,-,9.5,-,0,0,
915,20,M Simmons,2019-2019,2,1,2.1,0,21,0,-,-,9.69,-,0,0,
916,22,RAJ Smith,2019-2019,2,2,6.5,0,66,0,-,-,9.65,-,0,0,
917,25,Soheel Hussain,2019-2019,1,1,1,0,7,0,-,-,7,-,0,0,
918,27,S Sola,2019-2019,4,1,1,0,9,0,-,-,9,-,0,0,
919,28,S Soosiyakumar,2019-2019,1,1,2,0,16,0,-,-,8,-,0,0,
920,29,TJ Stephenson,2019-2019,1,1,1,0,11,0,-,-,11,-,0,0,
921,30,Suresh Kumar,2019-2019,2,2,4,0,35,0,-,-,8.75,-,0,0,
922,32,Tarun Sharma,2019-2019,8,1,1,0,14,0,-,-,14,-,0,0,
923,33,J Thinley,2019-2019,2,2,3,0,25,0,-,-,8.33,-,0,0,
924,34,S Tobgay,2019-2019,2,1,4,0,50,0,-,-,12.5,-,0,0,
925,35,T Tshose,2019-2019,2,1,2,0,12,0,-,-,6,-,0,0,
926,38,HER Tyler,2019-2019,2,2,6,0,48,0,-,-,8,-,0,0,
927,39,E Ul Haq,2019-2019,5,1,0.1,0,4,0,-,-,24,-,0,0,
928,40,R Ulutuna,2019-2019,4,1,1,0,11,0,-,-,11,-,0,0,
929,41,S Vesawkar,2014-2019,17,1,3,0,25,0,-,-,8.33,-,0,0,
930,42,JK Vifah,2019-2019,3,1,1.1,0,8,0,-,-,6.85,-,0,0,
931,44,V Vijh,2019-2019,4,3,7.5,0,72,0,-,-,9.19,-,0,0,
932,45,Vimal Kumar,2019-2019,2,1,3,0,32,0,-,-,10.66,-,0,0,
933,46,MN Waller,2011-2018,32,3,5,0,42,0,-,-,8.4,-,0,0,
934,47,Waqas Ali,2019-2019,2,1,1,0,9,0,-,-,9,-,0,0,
935,48,Waqas Khan,2014-2017,8,1,1,0,12,0,-,-,12,-,0,0,
936,49,Waqas Raja,2019-2019,1,1,1,0,9,0,-,-,9,-,0,0,
937,0,Wasim Ali,2019-2019,1,1,2,0,16,0,-,-,8,-,0,0,
938,3,N Yordanov,2019-2019,2,1,3,0,20,0,-,-,6.66,-,0,0,
939,4,Zeeshan Abbas,2019-2019,1,1,4,0,20,0,-,-,5,-,0,0,
940,5,Aamer Ikram,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
941,6,Aarif Sheikh,2018-2019,11,-,-,-,-,-,-,-,-,-,-,-,
942,7,Z Abbasi,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
943,8,Abbas Saad,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
944,9,Abdul Rashid,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
945,10,Abdul Shakoor,2015-2019,6,-,-,-,-,-,-,-,-,-,-,-,
946,11,Abdul Shakoor,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
947,12,Abraash Khan,2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
948,13,Abrar Bilal,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
949,14,F Achelam,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
950,15,Abdul Hashmi,2019-2019,8,-,-,-,-,-,-,-,-,-,-,-,
951,16,Adil Hanif,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
952,18,Adnan Mufti,2017-2017,1,-,-,-,-,-,-,-,-,-,-,-,
953,20,P Agnihotri,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
954,22,Ahmed Faiz,2019-2019,10,-,-,-,-,-,-,-,-,-,-,-,
955,23,Ahsan Abbasi,2019-2019,6,-,-,-,-,-,-,-,-,-,-,-,
956,24,KK Ahuja,2019-2019,8,-,-,-,-,-,-,-,-,-,-,-,
957,25,Ainool Hafizs,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
958,26,Ainool Haqqiem,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
959,27,PS Airee,2015-2019,11,-,-,-,-,-,-,-,-,-,-,-,
960,28,C Akyuz,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
961,29,Ali Ivan,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
962,30,HS Alta,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
963,34,HM Amla,2009-2018,44,-,-,-,-,-,-,-,-,-,-,-,
964,36,Anam Mollik,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
965,38,A Anemogiannis,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
966,39,B Angeltti,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
967,40,Anwar Arudin,2019-2019,12,-,-,-,-,-,-,-,-,-,-,-,
968,41,SE Aquilina,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
969,42,Areeb Quadir,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
970,43,Z Arinaitwe,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
971,44,Aritra Dutta,2019-2019,8,-,-,-,-,-,-,-,-,-,-,-,
972,46,P Arora,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
973,47,Arsalan Arif,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
974,48,Arslan Ahmed,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
975,0,Asif Ali,2018-2019,25,-,-,-,-,-,-,-,-,-,-,-,
976,1,Aslam Mohammad,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
977,2,SK Atai,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
978,4,S Ateak,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
979,6,Awais Ahmed,2019-2019,9,-,-,-,-,-,-,-,-,-,-,-,
980,8,AJ Ayannaike,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
981,9,Azyan Farhath,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
982,10,F Baaleri,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
983,11,SJ Baard,2019-2019,13,-,-,-,-,-,-,-,-,-,-,-,
984,12,Babar Azam,2016-2019,36,-,-,-,-,-,-,-,-,-,-,-,
985,13,Babar Hayat,2014-2017,24,-,-,-,-,-,-,-,-,-,-,-,
986,16,GJ Bailey,2012-2017,30,-,-,-,-,-,-,-,-,-,-,-,
987,17,JM Bairstow,2011-2019,34,-,-,-,-,-,-,-,-,-,-,-,
988,18,R Bakum,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
989,19,V Balakrishnan,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
990,20,A Balbirnie,2015-2019,37,-,-,-,-,-,-,-,-,-,-,-,
991,22,B Banerjee,2019-2019,6,-,-,-,-,-,-,-,-,-,-,-,
992,23,T Banton,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
993,25,J Barker,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
994,26,LJ Barker,2019-2019,9,-,-,-,-,-,-,-,-,-,-,-,
995,27,TC Barker,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
996,28,P Baron,2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
997,30,O Bascome,2019-2019,11,-,-,-,-,-,-,-,-,-,-,-,
998,31,OO Bascome,2008-2019,3,-,-,-,-,-,-,-,-,-,-,-,
999,33,D Bau,2017-2017,1,-,-,-,-,-,-,-,-,-,-,-,
1000,35,T Bavuma,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1001,37,A Bhagwat,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1002,38,B Bhandari,2014-2019,27,-,-,-,-,-,-,-,-,-,-,-,
1003,39,M Bhanuka,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1004,40,TS Bharaj,2019-2019,9,-,-,-,-,-,-,-,-,-,-,-,
1005,42,MP Biddappa,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1006,43,Bilal Ahmed,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1007,44,Bilal Tahir,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1008,46,SW Billings,2015-2019,26,-,-,-,-,-,-,-,-,-,-,-,
1009,47,K Birkenstock,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1010,49,C Bisson,2019-2019,14,-,-,-,-,-,-,-,-,-,-,-,
1011,1,TA Blundell,2017-2018,3,-,-,-,-,-,-,-,-,-,-,-,
1012,5,DM Bravo,2010-2019,20,-,-,-,-,-,-,-,-,-,-,-,
1013,7,NT Broom,2009-2017,11,-,-,-,-,-,-,-,-,-,-,-,
1014,9,TC Bruce,2017-2019,15,-,-,-,-,-,-,-,-,-,-,-,
1015,11,DE Budge,2018-2018,6,-,-,-,-,-,-,-,-,-,-,-,
1016,12,A Bulow,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1017,13,JC Buttler,2011-2018,66,-,-,-,-,-,-,-,-,-,-,-,
1018,15,S Byrne,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1019,16,G Caisley,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1020,18,AT Carey,2018-2019,25,-,-,-,-,-,-,-,-,-,-,-,
1021,19,C Carter,2015-2017,10,-,-,-,-,-,-,-,-,-,-,-,
1022,20,T Caruana,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1023,21,D Cato,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1024,23,RW Chakabva,2008-2019,12,-,-,-,-,-,-,-,-,-,-,-,
1025,25,LD Chandimal,2010-2018,54,-,-,-,-,-,-,-,-,-,-,-,
1026,26,VD Chandra,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1027,27,S Chandramohan,2019-2019,12,-,-,-,-,-,-,-,-,-,-,-,
1028,28,BB Chari,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1029,30,G Chaturvedi,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1030,31,N Chejay,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1031,32,C Chete,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1032,33,VB Chikkannaiah,2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
1033,34,Chirag Suri,2018-2019,7,-,-,-,-,-,-,-,-,-,-,-,
1034,35,S Chophel,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1035,37,I Civric,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1036,38,GL Cloete,2018-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1037,40,LA Collado,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1038,41,NG Collins,2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
1039,43,BN Cooper,2013-2019,51,-,-,-,-,-,-,-,-,-,-,-,
1040,44,SJ Cotter,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1041,46,MH Cross,2013-2019,43,-,-,-,-,-,-,-,-,-,-,-,
1042,47,DDP D'Silva,2019-2019,10,-,-,-,-,-,-,-,-,-,-,-,
1043,49,S Dalton,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1044,0,P Danci,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1045,3,N Davin,2019-2019,16,-,-,-,-,-,-,-,-,-,-,-,
1046,4,TB de Bruyn,2017-2017,2,-,-,-,-,-,-,-,-,-,-,-,
1047,6,Q de Kock,2012-2019,38,-,-,-,-,-,-,-,-,-,-,-,
1048,7,CJ Delany,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1049,8,D de la Puente,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1050,10,AB de Villiers,2006-2017,78,-,-,-,-,-,-,-,-,-,-,-,
