Date,Team1Players,Team2Players
04-10-2021,"R Gaikwad,F Plessis,R Uthappa,M Ali,A Rayudu,M Dhoni,R Jadeja,D Bravo,D Chahar,S Thakur,J Hazlewood","P Shaw,S Dhawan,S Iyer,R Pant,R Patel,R Ashwin,S Hetmyer,A Patel,K Rabada,A Khan,A Nortje"
03-10-2021,"V Kohli,D Padikkal,D Christian,G Maxwell,A Villiers,S Ahmed,K Bharat,G Garton,H Patel,M Siraj,Y Chahal","K Rahul,M Agarwal,N Pooran,A Markram,S Khan,M Khan,M Henriques,H Brar,R Bishnoi,M Shami,A Singh"
03-10-2021,"J Roy,W Saha,K Williamson,P Garg,A Sharma,A Samad,J Holder,R Khan,B Kumar,S Kaul,U Malik","S Gill,V Iyer,R Tripathi,N Rana,K Karthik,E Morgan,S Hasan,S Narine,T Southee,C Varun,S Mavi"
02-10-2021,"R Sharma,Q Kock,S Yadav,S Tiwary,K Pollard,H Pandya,K Pandya,N Coulter-Nile,J Yadav,J Bumrah,T Boult","P Shaw,S Dhawan,S Smith,R Pant,S Iyer,A Patel,S Hetmyer,R Ashwin,K Rabada,A Khan,A Nortje"
02-10-2021,"R Gaikwad,F Plessis,S Raina,M Ali,A Rayudu,R Jadeja,M Dhoni,S Curran,S Thakur,J Hazlewood,K Asif","E Lewis,Y Jaiswal,S Samson,S Dube,G Phillips,D Miller,R Tewatia,A Singh,M Markande,C Sakariya,M Rahman"
01-10-2021,"V Iyer,S Gill,R Tripathi,N Rana,E Morgan,K Karthik,T Seifert,S Narine,T Southee,C Varun,S Mavi","K Rahul,M Agarwal,N Pooran,A Markram,D Hooda,M Khan,F Allen,N Ellis,R Bishnoi,M Shami,A Singh"
30-09-2021,"J Roy,W Saha,K Williamson,P Garg,A Sharma,A Samad,J Holder,R Khan,B Kumar,S Sharma,S Kaul","R Gaikwad,F Plessis,M Ali,S Raina,A Rayudu,M Dhoni,R Jadeja,D Bravo,S Thakur,D Chahar,J Hazlewood"
29-09-2021,"E Lewis,Y Jaiswal,S Samson,M Lomror,L Livingstone,R Tewatia,R Parag,C Morris,C Sakariya,K Tyagi,M Rahman","V Kohli,D Padikkal,K Bharat,G Maxwell,A Villiers,D Christian,S Ahmed,G Garton,H Patel,M Siraj,Y Chahal"
28-09-2021,"K Rahul,M Singh,C Gayle,A Markram,N Pooran,D Hooda,H Brar,N Ellis,R Bishnoi,M Shami,A Singh","R Sharma,Q Kock,S Yadav,S Tiwary,H Pandya,K Pollard,K Pandya,N Coulter-Nile,R Chahar,T Boult,J Bumrah"
28-09-2021,"S Smith,S Dhawan,S Iyer,R Pant,S Hetmyer,L Yadav,A Patel,R Ashwin,K Rabada,A Khan,A Nortje","S Gill,V Iyer,R Tripathi,N Rana,E Morgan,K Karthik,S Narine,T Southee,L Ferguson,S Warrier,C Varun"
27-09-2021,"E Lewis,Y Jaiswal,S Samson,L Livingstone,M Lomror,R Parag,R Tewatia,C Morris,J Unadkat,C Sakariya,M Rahman","J Roy,W Saha,K Williamson,P Garg,A Sharma,J Holder,A Samad,R Khan,B Kumar,S Sharma,S Kaul"
26-09-2021,"S Gill,V Iyer,R Tripathi,E Morgan,N Rana,A Russell,K Karthik,S Narine,L Ferguson,M Krishna,C Varun","R Gaikwad,F Plessis,M Ali,A Rayudu,S Raina,M Dhoni,R Jadeja,S Curran,S Thakur,D Chahar,J Hazlewood"
26-09-2021,"V Kohli,D Padikkal,K Bharat,G Maxwell,A Villiers,D Christian,S Ahmed,K Jamieson,H Patel,M Siraj,Y Chahal","R Sharma,Q Kock,I Kishan,S Yadav,K Pandya,K Pollard,H Pandya,A Milne,R Chahar,J Bumrah,T Boult"
25-09-2021,"P Shaw,S Dhawan,S Iyer,R Pant,S Hetmyer,L Yadav,A Patel,R Ashwin,K Rabada,A Nortje,A Khan","L Livingstone,Y Jaiswal,S Samson,D Miller,M Lomror,R Parag,R Tewatia,T Shamsi,K Tyagi,C Sakariya,M Rahman"
25-09-2021,"K Rahul,M Agarwal,C Gayle,A Markram,N Pooran,D Hooda,H Brar,N Ellis,M Shami,R Bishnoi,A Singh","D Warner,W Saha,K Williamson,M Pandey,K Jadhav,A Samad,J Holder,R Khan,B Kumar,S Sharma,K Ahmed"
24-09-2021,"V Kohli,D Padikkal,A Villiers,G Maxwell,T David,H Patel,P Silva,K Bharat,N Saini,M Siraj,Y Chahal","R Gaikwad,F Plessis,M Ali,A Rayudu,S Raina,M Dhoni,R Jadeja,D Bravo,S Thakur,D Chahar,J Hazlewood"
23-09-2021,"R Sharma,Q Kock,S Yadav,I Kishan,K Pollard,K Pandya,S Tiwary,A Milne,R Chahar,J Bumrah,T Boult","S Gill,V Iyer,R Tripathi,E Morgan,N Rana,A Russell,K Karthik,S Narine,L Ferguson,M Krishna,C Varun"
22-09-2021,"D Warner,W Saha,K Williamson,M Pandey,K Jadhav,A Samad,J Holder,R Khan,B Kumar,S Sharma,K Ahmed","P Shaw,S Dhawan,S Iyer,R Pant,M Stoinis,S Hetmyer,A Patel,R Ashwin,K Rabada,A Nortje,A Khan"
21-09-2021,"E Lewis,Y Jaiswal,S Samson,L Livingstone,M Lomror,R Parag,R Tewatia,C Morris,C Sakariya,K Tyagi,M Rahman","K Rahul,M Agarwal,A Markram,N Pooran,D Hooda,F Allen,I Porel,A Rashid,H Brar,A Singh,M Shami"
20-09-2021,"V Kohli,D Padikkal,K Bharat,G Maxwell,A Villiers,S Baby,P Silva,K Jamieson,H Patel,M Siraj,Y Chahal","S Gill,V Iyer,A Russell,N Rana,R Tripathi,E Morgan,K Karthik,L Ferguson,S Narine,C Varun,M Krishna"
19-09-2021,"R Gaikwad,F Plessis,M Ali,A Rayudu,S Raina,M Dhoni,R Jadeja,D Bravo,S Thakur,D Chahar,J Hazlewood","Q Kock,A Singh,S Yadav,I Kishan,S Tiwary,K Pollard,K Pandya,A Milne,R Chahar,J Bumrah,T Boult"
02-05-2021,"P Singh,M Agarwal,C Gayle,D Malan,D Hooda,M Khan,C Jordan,H Brar,R Meredith,R Bishnoi,M Shami","P Shaw,S Dhawan,S Smith,R Pant,S Hetmyer,M Stoinis,A Patel,L Yadav,K Rabada,I Sharma,A Khan"
02-05-2021,"J Buttler,Y Jaiswal,S Samson,R Parag,D Miller,A Rawat,R Tewatia,C Morris,K Tyagi,C Sakariya,M Rahman","M Pandey,J Bairstow,K Williamson,V Shankar,K Jadhav,M Nabi,A Samad,R Khan,B Kumar,S Sharma,K Ahmed"
01-05-2021,"R Gaikwad,F Plessis,M Ali,S Raina,A Rayudu,R Jadeja,M Dhoni,S Curran,S Thakur,D Chahar,L Ngidi","Q Kock,R Sharma,S Yadav,K Pandya,K Pollard,H Pandya,J Neesham,D Kulkarni,R Chahar,J Bumrah,T Boult"
30-04-2021,"K Rahul,P Singh,C Gayle,N Pooran,D Hooda,M Khan,H Brar,R Meredith,R Bishnoi,M Shami,C Jordan","V Kohli,D Padikkal,R Patidar,G Maxwell,A Villiers,S Ahmed,D Sams,K Jamieson,H Patel,M Siraj,Y Chahal"
29-04-2021,"N Rana,S Gill,R Tripathi,E Morgan,S Narine,A Russell,K Karthik,P Cummins,S Mavi,C Varun,M Krishna","P Shaw,S Dhawan,R Pant,M Stoinis,S Hetmyer,S Smith,L Yadav,A Patel,K Rabada,A Khan,I Sharma"
29-04-2021,"J Buttler,Y Jaiswal,S Samson,S Dube,D Miller,R Parag,R Tewatia,C Morris,J Unadkat,C Sakariya,M Rahman","R Sharma,Q Kock,S Yadav,K Pandya,K Pollard,H Pandya,N Coulter-Nile,J Yadav,R Chahar,J Bumrah,T Boult"
28-04-2021,"D Warner,J Bairstow,M Pandey,K Williamson,K Jadhav,R Khan,V Shankar,J Suchith,S Kaul,K Ahmed,S Sharma","R Gaikwad,F Plessis,M Ali,R Jadeja,S Raina,A Rayudu,M Dhoni,S Curran,S Thakur,D Chahar,L Ngidi"
27-04-2021,"V Kohli,D Padikkal,R Patidar,G Maxwell,A Villiers,W Sundar,D Sams,K Jamieson,H Patel,M Siraj,Y Chahal","P Shaw,S Dhawan,S Smith,R Pant,M Stoinis,S Hetmyer,A Patel,K Rabada,A Khan,A Mishra,I Sharma"
26-04-2021,"K Rahul,M Agarwal,C Gayle,D Hooda,N Pooran,M Henriques,M Khan,C Jordan,R Bishnoi,M Shami,A Singh","S Gill,N Rana,R Tripathi,S Narine,E Morgan,A Russell,K Karthik,P Cummins,S Mavi,C Varun,M Krishna"
25-04-2021,"P Shaw,S Dhawan,R Pant,S Smith,S Hetmyer,M Stoinis,A Patel,R Ashwin,K Rabada,A Khan,A Mishra","D Warner,J Bairstow,K Williamson,V Singh,K Jadhav,A Sharma,R Khan,V Shankar,J Suchith,S Kaul,K Ahmed"
25-04-2021,"R Gaikwad,F Plessis,S Raina,A Rayudu,R Jadeja,M Dhoni,D Bravo,S Curran,S Thakur,D Chahar,I Tahir","V Kohli,D Padikkal,W Sundar,G Maxwell,A Villiers,D Christian,K Jamieson,H Patel,N Saini,Y Chahal,M Siraj"
24-04-2021,"N Rana,S Gill,R Tripathi,S Narine,E Morgan,K Karthik,A Russell,P Cummins,S Mavi,M Krishna,C Varun","J Buttler,Y Jaiswal,S Samson,S Dube,R Tewatia,D Miller,R Parag,C Morris,J Unadkat,C Sakariya,M Rahman"
23-04-2021,"Q Kock,R Sharma,I Kishan,S Yadav,K Pollard,H Pandya,K Pandya,J Yadav,R Chahar,J Bumrah,T Boult","K Rahul,M Agarwal,C Gayle,D Hooda,N Pooran,M Henriques,M Khan,F Allen,M Shami,R Bishnoi,A Singh"
22-04-2021,"J Buttler,M Vohra,S Samson,D Miller,S Dube,R Parag,R Tewatia,C Morris,S Gopal,C Sakariya,M Rahman","V Kohli,D Padikkal,G Maxwell,A Villiers,W Sundar,K Jamieson,S Ahmed,H Patel,M Siraj,K Richardson,Y Chahal"
21-04-2021,"R Gaikwad,F Plessis,M Ali,M Dhoni,R Jadeja,S Raina,A Rayudu,S Curran,S Thakur,D Chahar,L Ngidi","N Rana,S Gill,R Tripathi,E Morgan,S Narine,K Karthik,A Russell,P Cummins,K Nagarkoti,C Varun,M Krishna"
21-04-2021,"K Rahul,M Agarwal,C Gayle,N Pooran,D Hooda,M Henriques,M Khan,F Allen,M Ashwin,M Shami,A Singh","D Warner,J Bairstow,K Williamson,V Singh,K Jadhav,V Shankar,A Sharma,R Khan,B Kumar,S Kaul,K Ahmed"
20-04-2021,"R Sharma,Q Kock,S Yadav,I Kishan,H Pandya,K Pandya,K Pollard,J Yadav,R Chahar,J Bumrah,T Boult","P Shaw,S Dhawan,S Smith,L Yadav,R Pant,S Hetmyer,M Stoinis,R Ashwin,K Rabada,A Khan,A Mishra"
19-04-2021,"R Gaikwad,F Plessis,M Ali,S Raina,A Rayudu,R Jadeja,M Dhoni,S Curran,D Bravo,S Thakur,D Chahar","J Buttler,M Vohra,S Samson,S Dube,D Miller,R Parag,R Tewatia,C Morris,J Unadkat,C Sakariya,M Rahman"
18-04-2021,"K Rahul,M Agarwal,C Gayle,D Hooda,N Pooran,M Khan,J Saxena,J Richardson,M Shami,R Meredith,A Singh","P Shaw,S Dhawan,S Smith,R Pant,M Stoinis,L Yadav,L Meriwala,C Woakes,R Ashwin,K Rabada,A Khan"
18-04-2021,"V Kohli,D Padikkal,R Patidar,G Maxwell,A Villiers,K Jamieson,W Sundar,S Ahmed,H Patel,M Siraj,Y Chahal","N Rana,S Gill,R Tripathi,E Morgan,K Karthik,S Hasan,A Russell,P Cummins,H Singh,C Varun,M Krishna"
17-04-2021,"Q Kock,R Sharma,S Yadav,I Kishan,K Pollard,H Pandya,K Pandya,A Milne,R Chahar,J Bumrah,T Boult","D Warner,J Bairstow,M Pandey,V Singh,V Shankar,A Sharma,A Samad,R Khan,B Kumar,M Rahman,K Ahmed"
16-04-2021,"K Rahul,M Agarwal,C Gayle,D Hooda,N Pooran,M Khan,J Richardson,M Ashwin,M Shami,R Meredith,A Singh","R Gaikwad,F Plessis,M Ali,S Raina,A Rayudu,S Curran,R Jadeja,M Dhoni,D Bravo,S Thakur,D Chahar"
15-04-2021,"P Shaw,S Dhawan,A Rahane,R Pant,M Stoinis,L Yadav,T Curran,C Woakes,R Ashwin,K Rabada,A Khan","J Buttler,M Vohra,S Samson,S Dube,D Miller,R Parag,R Tewatia,C Morris,J Unadkat,C Sakariya,M Rahman"
14-04-2021,"V Kohli,D Padikkal,S Ahmed,G Maxwell,A Villiers,W Sundar,D Christian,K Jamieson,H Patel,M Siraj,Y Chahal","W Saha,D Warner,M Pandey,J Bairstow,A Samad,V Shankar,J Holder,R Khan,B Kumar,S Nadeem,T Natarajan"
13-04-2021,"R Sharma,Q Kock,S Yadav,I Kishan,H Pandya,K Pollard,K Pandya,M Jansen,R Chahar,J Bumrah,T Boult","N Rana,S Gill,R Tripathi,E Morgan,S Hasan,K Karthik,A Russell,P Cummins,H Singh,C Varun,M Krishna"
12-04-2021,"K Rahul,M Agarwal,C Gayle,D Hooda,N Pooran,M Khan,J Richardson,M Ashwin,M Shami,R Meredith,A Singh","B Stokes,M Vohra,S Samson,J Buttler,S Dube,R Parag,R Tewatia,C Morris,S Gopal,C Sakariya,M Rahman"
11-04-2021,"N Rana,S Gill,R Tripathi,A Russell,E Morgan,K Karthik,S Hasan,P Cummins,H Singh,C Varun,M Krishna","W Saha,D Warner,M Pandey,J Bairstow,M Nabi,V Shankar,A Samad,R Khan,B Kumar,S Sharma,T Natarajan"
10-04-2021,"R Gaikwad,F Plessis,M Ali,S Raina,A Rayudu,R Jadeja,M Dhoni,S Curran,D Bravo,S Thakur,D Chahar","P Shaw,S Dhawan,R Pant,M Stoinis,S Hetmyer,A Rahane,C Woakes,T Curran,R Ashwin,A Mishra,A Khan"
09-04-2021,"R Sharma,C Lynn,S Yadav,I Kishan,H Pandya,K Pollard,K Pandya,M Jansen,R Chahar,J Bumrah,T Boult","W Sundar,V Kohli,R Patidar,G Maxwell,A Villiers,S Ahmed,D Christian,K Jamieson,H Patel,M Siraj,Y Chahal"
10-11-2020,"M Stoinis,S Dhawan,A Rahane,S Iyer,R Pant,S Hetmyer,A Patel,K Rabada,P Dubey,R Ashwin,A Nortje","R Sharma,Q Kock,S Yadav,I Kishan,K Pollard,H Pandya,K Pandya,J Yadav,N Coulter-Nile,T Boult,J Bumrah"
08-11-2020,"M Stoinis,S Dhawan,S Iyer,S Hetmyer,R Pant,A Rahane,P Dubey,A Patel,R Ashwin,K Rabada,A Nortje","P Garg,D Warner,M Pandey,K Williamson,J Holder,A Samad,R Khan,S Goswami,S Nadeem,S Sharma,T Natarajan"
06-11-2020,"V Kohli,D Padikkal,A Finch,A Villiers,M Ali,S Dube,W Sundar,N Saini,M Siraj,Y Chahal,A Zampa","D Warner,S Goswami,M Pandey,K Williamson,P Garg,J Holder,A Samad,R Khan,S Nadeem,S Sharma,T Natarajan"
05-11-2020,"Q Kock,R Sharma,S Yadav,I Kishan,K Pollard,K Pandya,H Pandya,N Coulter-Nile,T Boult,R Chahar,J Bumrah","P Shaw,S Dhawan,A Rahane,S Iyer,M Stoinis,R Pant,A Patel,D Sams,K Rabada,A Nortje,R Ashwin"
03-11-2020,"R Sharma,Q Kock,S Yadav,I Kishan,K Pandya,S Tiwary,K Pollard,N Coulter-Nile,J Pattinson,D Kulkarni,R Chahar","D Warner,W Saha,M Pandey,K Williamson,P Garg,J Holder,A Samad,R Khan,S Nadeem,S Sharma,T Natarajan"
02-11-2020,"J Philippe,D Padikkal,V Kohli,A Villiers,C Morris,S Dube,W Sundar,I Udana,S Ahmed,M Siraj,Y Chahal","P Shaw,S Dhawan,A Rahane,S Iyer,R Pant,M Stoinis,A Patel,D Sams,R Ashwin,K Rabada,A Nortje"
01-11-2020,"S Gill,N Rana,R Tripathi,S Narine,E Morgan,K Karthik,A Russell,P Cummins,K Nagarkoti,S Mavi,C Varun","R Uthappa,B Stokes,S Smith,S Samson,J Buttler,R Parag,R Tewatia,S Gopal,J Archer,K Tyagi,V Aaron"
01-11-2020,"K Rahul,M Agarwal,C Gayle,N Pooran,M Singh,D Hooda,J Neesham,C Jordan,M Ashwin,R Bishnoi,M Shami","R Gaikwad,F Plessis,A Rayudu,M Dhoni,N Jagadeesan,S Curran,R Jadeja,D Chahar,S Thakur,L Ngidi,I Tahir"
31-10-2020,"P Shaw,S Dhawan,S Iyer,R Pant,M Stoinis,S Hetmyer,H Patel,R Ashwin,P Dubey,K Rabada,A Nortje","I Kishan,Q Kock,S Yadav,S Tiwary,K Pandya,K Pollard,N Coulter-Nile,J Yadav,R Chahar,T Boult,J Bumrah"
31-10-2020,"J Philippe,D Padikkal,V Kohli,A Villiers,W Sundar,G Singh,C Morris,I Udana,M Siraj,N Saini,Y Chahal","D Warner,W Saha,M Pandey,K Williamson,A Sharma,J Holder,A Samad,R Khan,S Nadeem,S Sharma,T Natarajan"
30-10-2020,"K Rahul,M Singh,C Gayle,N Pooran,G Maxwell,D Hooda,C Jordan,M Ashwin,R Bishnoi,M Shami,A Singh","R Uthappa,B Stokes,S Samson,S Smith,J Buttler,R Parag,R Tewatia,J Archer,S Gopal,K Tyagi,V Aaron"
29-10-2020,"S Gill,N Rana,S Narine,R Singh,E Morgan,K Karthik,R Tripathi,K Nagarkoti,P Cummins,L Ferguson,C Varun","S Watson,R Gaikwad,A Rayudu,M Dhoni,S Curran,R Jadeja,N Jagadeesan,M Santner,D Chahar,K Sharma,L Ngidi"
28-10-2020,"J Philippe,D Padikkal,V Kohli,A Villiers,S Dube,C Morris,G Singh,W Sundar,Y Chahal,M Siraj,D Steyn","Q Kock,I Kishan,S Yadav,S Tiwary,K Pandya,H Pandya,K Pollard,J Pattinson,R Chahar,T Boult,J Bumrah"
27-10-2020,"D Warner,W Saha,M Pandey,K Williamson,V Shankar,A Samad,J Holder,R Khan,S Sharma,T Natarajan,S Nadeem","A Rahane,S Dhawan,M Stoinis,S Hetmyer,R Pant,S Iyer,A Patel,K Rabada,R Ashwin,T Deshpande,A Nortje"
26-10-2020,"S Gill,N Rana,R Tripathi,K Karthik,E Morgan,S Narine,K Nagarkoti,P Cummins,L Ferguson,C Varun,M Krishna","K Rahul,M Singh,C Gayle,N Pooran,G Maxwell,D Hooda,C Jordan,M Ashwin,R Bishnoi,M Shami,A Singh"
25-10-2020,"I Kishan,Q Kock,S Yadav,S Tiwary,K Pollard,H Pandya,K Pandya,J Pattinson,R Chahar,T Boult,J Bumrah","R Uthappa,B Stokes,S Smith,S Samson,J Buttler,R Parag,R Tewatia,J Archer,S Gopal,A Rajpoot,K Tyagi"
25-10-2020,"D Padikkal,A Finch,V Kohli,A Villiers,M Ali,C Morris,G Singh,W Sundar,N Saini,Y Chahal,M Siraj","R Gaikwad,F Plessis,A Rayudu,M Dhoni,N Jagadeesan,R Jadeja,S Curran,M Santner,D Chahar,I Tahir,M Kumar"
24-10-2020,"K Rahul,M Singh,C Gayle,N Pooran,G Maxwell,D Hooda,C Jordan,M Ashwin,R Bishnoi,M Shami,A Singh","D Warner,J Bairstow,M Pandey,A Samad,V Shankar,J Holder,P Garg,R Khan,S Sharma,T Natarajan,K Ahmed"
24-10-2020,"S Gill,N Rana,R Tripathi,K Karthik,S Narine,E Morgan,P Cummins,L Ferguson,K Nagarkoti,M Krishna,C Varun","A Rahane,S Dhawan,S Iyer,R Pant,S Hetmyer,M Stoinis,A Patel,K Rabada,R Ashwin,T Deshpande,A Nortje"
23-10-2020,"R Gaikwad,F Plessis,A Rayudu,N Jagadeesan,M Dhoni,R Jadeja,S Curran,D Chahar,S Thakur,I Tahir,J Hazlewood","Q Kock,I Kishan,S Yadav,S Tiwary,K Pandya,H Pandya,K Pollard,N Coulter-Nile,R Chahar,T Boult,J Bumrah"
22-10-2020,"R Uthappa,B Stokes,S Samson,J Buttler,S Smith,R Parag,R Tewatia,J Archer,S Gopal,A Rajpoot,K Tyagi","D Warner,J Bairstow,M Pandey,V Shankar,P Garg,A Samad,J Holder,R Khan,S Sharma,T Natarajan,S Nadeem"
21-10-2020,"S Gill,R Tripathi,N Rana,T Banton,K Karthik,E Morgan,P Cummins,K Yadav,L Ferguson,M Krishna,C Varun","D Padikkal,A Finch,G Singh,V Kohli,A Villiers,C Morris,W Sundar,I Udana,N Saini,Y Chahal,M Siraj"
20-10-2020,"P Shaw,S Dhawan,S Iyer,R Pant,M Stoinis,S Hetmyer,A Patel,R Ashwin,K Rabada,D Sams,T Deshpande","K Rahul,M Agarwal,C Gayle,N Pooran,G Maxwell,D Hooda,J Neesham,M Ashwin,R Bishnoi,M Shami,A Singh"
19-10-2020,"S Curran,F Plessis,S Watson,A Rayudu,M Dhoni,R Jadeja,K Jadhav,P Chawla,D Chahar,S Thakur,J Hazlewood","B Stokes,R Uthappa,S Samson,S Smith,J Buttler,R Tewatia,R Parag,J Archer,S Gopal,A Rajpoot,K Tyagi"
18-10-2020,"S Gill,R Tripathi,N Rana,A Russell,E Morgan,K Karthik,P Cummins,L Ferguson,K Yadav,S Mavi,C Varun","J Bairstow,K Williamson,P Garg,D Warner,M Pandey,V Shankar,A Samad,R Khan,S Sharma,B Thampi,T Natarajan"
18-10-2020,"R Sharma,Q Kock,S Yadav,I Kishan,K Pandya,H Pandya,K Pollard,N Coulter-Nile,R Chahar,T Boult,J Bumrah","K Rahul,M Agarwal,C Gayle,N Pooran,G Maxwell,D Hooda,C Jordan,M Ashwin,R Bishnoi,M Shami,A Singh"
17-10-2020,"R Uthappa,B Stokes,S Samson,S Smith,J Buttler,R Tewatia,J Archer,R Parag,S Gopal,J Unadkat,K Tyagi","D Padikkal,A Finch,V Kohli,A Villiers,G Singh,C Morris,W Sundar,S Ahmed,I Udana,N Saini,Y Chahal"
17-10-2020,"S Curran,F Plessis,S Watson,A Rayudu,M Dhoni,R Jadeja,K Jadhav,D Bravo,D Chahar,S Thakur,K Sharma","P Shaw,S Dhawan,A Rahane,S Iyer,M Stoinis,A Carey,A Patel,R Ashwin,T Deshpande,K Rabada,A Nortje"
16-10-2020,"R Tripathi,S Gill,N Rana,K Karthik,E Morgan,A Russell,P Cummins,C Green,M Krishna,S Mavi,C Varun","R Sharma,Q Kock,S Yadav,H Pandya,I Kishan,K Pollard,K Pandya,R Chahar,T Boult,J Bumrah,N Coulter-Nile"
15-10-2020,"A Finch,D Padikkal,V Kohli,W Sundar,S Dube,A Villiers,C Morris,I Udana,N Saini,Y Chahal,M Siraj","K Rahul,M Agarwal,C Gayle,N Pooran,G Maxwell,D Hooda,C Jordan,M Ashwin,R Bishnoi,M Shami,A Singh"
14-10-2020,"P Shaw,S Dhawan,A Rahane,S Iyer,M Stoinis,A Carey,A Patel,R Ashwin,T Deshpande,K Rabada,A Nortje","B Stokes,J Buttler,S Smith,S Samson,R Uthappa,R Parag,R Tewatia,J Archer,S Gopal,J Unadkat,K Tyagi"
13-10-2020,"S Curran,F Plessis,S Watson,A Rayudu,M Dhoni,R Jadeja,D Bravo,D Chahar,P Chawla,S Thakur,K Sharma","D Warner,J Bairstow,M Pandey,K Williamson,P Garg,V Shankar,R Khan,S Nadeem,S Sharma,T Natarajan,K Ahmed"
12-10-2020,"A Finch,D Padikkal,V Kohli,A Villiers,C Morris,W Sundar,S Dube,I Udana,N Saini,Y Chahal,M Siraj","T Banton,S Gill,N Rana,E Morgan,K Karthik,A Russell,R Tripathi,P Cummins,K Nagarkoti,C Varun,M Krishna"
11-10-2020,"D Warner,J Bairstow,M Pandey,K Williamson,P Garg,V Shankar,A Sharma,R Khan,S Sharma,K Ahmed,T Natarajan","B Stokes,J Buttler,S Smith,S Samson,R Uthappa,R Parag,R Tewatia,J Archer,S Gopal,J Unadkat,K Tyagi"
